paper_id,set,folder,verdict,verdict_reason,explanation,title_score,title_pos,doi_hit,admin_doc,first_author_hit,author_hits,author_count,author_frac,year_hit,journal_hit,head_chars,page_count,other_dois,attachment_key,repaired_from,title
6SQ7YL4X,testing,FIC; NIEHS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.008,True,False,True,16,16,1.0,True,True,7827,13,,8F6QW4JN,,Prenatal Household Air Pollution Exposure and Childhood Blood Pressure in Rural Ghana.
8FUCYVJQ,testing,FIC; NIEHS; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.007,True,False,True,15,15,1.0,True,False,9328,13,,ID78UVUK,,"""If you have light, your heart will be at peace"": A qualitative study of household lighting and social integration in southwestern Uganda."
ANIN6LRK,testing,FIC; NIDA; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,7,7,1.0,True,False,6286,16,,DZCW8CGT,,A community approach to promote healthcare services for people living with HIV who use drugs in Vietnam.
PU3W7CKM,testing,FIC; NCATS; NIDA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.016,True,False,True,11,11,1.0,True,True,11523,8,10.1002/jia2.26202/full,3RWKM9ZA,,Integrating methadone into primary care settings in Ukraine: effects on provider stigma and knowledge.
S8AWREET,testing,FIC; NIDA; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.14,True,False,True,12,12,1.0,True,False,8997,16,,RDG79GDC,,Comparative effectiveness of implementation strategies for Accelerating Cervical Cancer Elimination through the integration of Screen-and-treat Services (ACCESS  study): protocol for a cluster randomized hybrid type III trial in Nigeria.
GZB2QRQN,testing,FIC; NIDA; NIEHS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.007,True,False,True,12,12,1.0,True,True,11335,10,,9E6T89RT,,Examining local smoke-free coalitions in Armenia and Georgia: context and outcomes of a matched-pairs community-randomised controlled trial.
JKT92VFB,testing,FIC; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,3,8,0.375,True,False,6590,15,,WZDN8C63,,Cost-effectiveness of a faith-based lifestyle intervention for diabetes prevention among African Americans: A within-trial analysis.
TKCQ9UIA,testing,FIC; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,18,18,1.0,True,True,8523,23,10.6084/m9.figshare.5661610,WKJGQGET,,A peer-support lifestyle intervention for preventing type 2 diabetes in India: A cluster-randomized controlled trial of the Kerala Diabetes Prevention Program.
YWLVFMNJ,testing,FIC; NCATS; NIDDK; NINDS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,7,7,1.0,True,True,11230,8,,KEMXT68M,,Underweight children older than 5 years with sickle cell anemia are at risk for early mortality in a low-resource setting.
YRGUW8FA,testing,FIC; NICHD,VERIFIED,TITLE_AUTHOR_MATCH,title matches (100.0) and first author present; no DOI in text,100.0,0.002,False,False,True,9,10,0.9,True,True,9607,10,,KSSBM7V9,,A Qualitative Assessment of Provider and Client Experiences With 3- and 6-Month Dispensing Intervals of Antiretroviral Therapy in Malawi.
LU2WMVMD,testing,FIC; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.051,True,False,True,7,7,1.0,True,True,6765,16,,Q4IHS8IB,,Criterion-related validity and reliability of the Urdu version of the patient health questionnaire in a sample of community-based pregnant women in Pakistan.
ZRSEM79M,testing,FIC; NICHD; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.009,True,False,True,4,7,0.571,True,True,13231,9,,7VF5MDWP,,Socioeconomic status indicators and common mental disorders: Evidence from a study of prenatal depression in Pakistan.
LNPUWIK5,testing,FIC; NCATS; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.135,True,False,True,7,7,1.0,True,True,9198,14,,JRZ4HECB,,"The ""Family Health = Family Wealth"" intervention: study protocol for a pilot quasi-experimental controlled trial of a multi-level, community-based family  planning intervention for couples in rural Uganda."
C29IZV8T,testing,FIC; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.143,True,False,True,11,11,1.0,True,True,8972,15,,TCQARVW5,,Characterizing provider-led adaptations to mobile phone delivery of the Adolescent Transition Package (ATP) in Kenya using the Framework for Reporting  Adaptations and Modifications to Evidence-based Implementation Strategies  (FRAME-IS): a mixed methods approach.
7DGXAJHT,testing,FIC; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,-1.0,True,False,True,14,14,1.0,True,True,8713,11,,5IJ4EWQM,,"Improving uptake of prevention of mother-to-child HIV transmission services in Benue State, Nigeria through a faith-based congregational strategy."
H7JAZNJ5,testing,FIC; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,10,10,1.0,True,True,10110,14,,UHDRXKTF,,Group Antenatal Care in Ghana: Protocol for a Cluster Randomized Controlled Trial.
7NCQB6VM,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,12,12,1.0,True,True,13720,7,,JTJVGJ3C,,Factors Associated With Poor Linkage to Human Immunodeficiency Virus Care Among Index Clients and Sex Partners Receiving Human Immunodeficiency Virus Assisted  Partner Services in Kenya.
5LE3ZJDV,testing,FIC; NIAID; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,17,17,1.0,True,True,9590,11,,APSGLUE6,,Using Assisted Partner Services for HIV Testing and the Treatment of Males and Their Female Sexual Partners: Protocol for an Implementation Science Study.
RFLPDXC9,testing,FIC; NIAID; NIMH,VERIFIED,TITLE_AUTHOR_MATCH,title matches (100.0) and first author present; no DOI in text,100.0,0.007,False,False,True,9,9,1.0,True,True,12642,8,,P6SHZYZE,,"""When I Eat Well, I Will Be Healthy, and the Child Will Also Be Healthy"": Maternal Nutrition among HIV-Infected Women Enrolled in a Livelihood Intervention  in Western Kenya."
FR7ETLVC,testing,FIC; NCATS; NIAID; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,-1.0,True,False,True,11,11,1.0,True,True,8883,9,,YWYNQXA9,,Evaluating the integration of HIV self-testing into low-resource health systems: study protocol for a cluster-randomized control trial from EQUIP Innovations.
54QV3L64,testing,FIC; NIAID; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,19,19,1.0,True,True,8477,11,,PLDQT5AI,,Pay-it-forward gonorrhea and chlamydia testing among men who have sex with men in China: a study protocol for a three-arm cluster randomized controlled trial.
VIFXB2GP,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,11,14,0.786,True,True,8380,17,,K6CRFIYN,,"The impact of insecticide treated curtains on dengue virus transmission: A cluster randomized trial in Iquitos, Peru."
3L7C4W4M,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,13,13,1.0,True,True,12163,8,10.1002/jia2.25305/full,ADQ8UPD7,,Index participant characteristics and HIV assisted partner services efficacy in Kenya: results of a cluster randomized trial.
V44RWJGQ,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.009,True,False,True,18,18,1.0,True,True,9257,16,,GAY58AXW,,The effect of community-driven larval source management and house improvement on malaria transmission when added to the standard malaria control strategies in  Malawi: a cluster-randomized controlled trial.
9XNWIRFN,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,97.2,-1.0,True,False,True,10,11,0.909,True,False,6461,9,,3JRA8R59,,Brief Report: HIV Assisted Partner Services Among Those With and Without a History of Intimate Partner Violence in Kenya.
WRX37RXT,testing,FIC; NIAID,VERIFIED,TITLE_AUTHOR_MATCH,title matches (100.0) and first author present; no DOI in text,100.0,0.0,False,False,True,10,10,1.0,True,False,6688,15,,ZFTT4WDG,,Closing the gap: A novel metric of change in performance.
D89RHEEM,testing,FIC; NIAID; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,1,17,0.059,True,False,6491,14,,GF38UNQ8,,Population-level viral suppression among pregnant and postpartum women in a universal test and treat trial.
WE9IZ3BJ,testing,FIC; NCATS; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.014,True,False,True,24,24,1.0,True,True,11330,10,,N5KPTA3E,,The impact of a community health worker intervention on uptake of antenatal care: a cluster-randomized pragmatic trial in Dar es Salaam.
A2THBVEB,testing,FIC; NIAID; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.38,True,False,True,11,11,1.0,True,True,8785,19,10.5281/zenodo.13884522,ECIX6F3A,,Uptake and acceptability of oral HIV self-testing in the context of assisted partner services in Western Kenya: A mixed-methods analysis.
G2HT8C7B,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,10,10,1.0,True,True,11897,8,10.1002/jia2.25612/full,6RRZM7K2,,Economic evaluation of facility-based HIV self-testing among adult outpatients in Malawi.
975GWKXJ,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.072,True,False,True,11,11,1.0,True,True,10544,13,,8RHLWDLY,,Theory-Informed Design of a Tailored Strategy for Implementing Household TB Contact Investigation in Uganda.
JG2L3WXC,testing,FIC; NIAID; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,15,15,1.0,True,False,6618,15,,WMIM363P,,An agricultural livelihood intervention is associated with reduced HIV stigma among people with HIV.
KAKALPWJ,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.012,True,False,True,14,14,1.0,True,True,9048,16,,2J23CK85,,Longitudinal Analysis of the Intestinal Microbiota among a Cohort of Children in Rural and Urban Areas of Pakistan.
AMFFBXEX,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.005,True,False,True,30,30,1.0,True,False,11101,7,,B8FKBZKR,,"Programmatic Effectiveness of a Pediatric Typhoid Conjugate Vaccine Campaign in Navi Mumbai, India."
FKIWIE6C,testing,FIC; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.016,True,False,True,12,12,1.0,True,False,8886,13,,8WB56U2R,,Evaluating the Role of Corrals and Insects in the Transmission of Porcine Cysticercosis: A Cohort Study.
JQEMYPQL,testing,FIC; NIAAA; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,-1.0,True,False,True,14,14,1.0,True,False,6484,19,,HM8SB8A2,,Scale-Up Study Protocol of the Implementation of a Mobile Health SBIRT Approach for Alcohol Use Reduction in Mozambique.
JT56SZZ3,testing,FIC; NIAAA; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,25,25,1.0,True,False,7036,21,,EE583DCF,,Partnerships in Research to Implement and Disseminate Sustainable and Scalable Evidence-Based Practices (PRIDE) in Mozambique.
HB3Q87CC,testing,FIC; NIA; NIAID; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,11,12,0.917,True,True,8206,24,10.7910/DVN/IWDAVK,7IXGUMDA,,"Community delivery of antiretroviral drugs: A non-inferiority cluster-randomized pragmatic trial in Dar es Salaam, Tanzania."
6A7TZZ7L,testing,FIC; NIA; NIAID,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,10,10,1.0,True,True,9575,16,,5638R6X4,,Acceptability and feasibility of mobile phone-based ecological momentary assessment and intervention in Uganda: A pilot randomized controlled trial.
QWFWGIKM,testing,FIC; NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.017,True,False,True,15,15,1.0,True,True,3438,17,,9SJRSGK6,,Diagnostic accuracy of smartphone corneal photography for detection of corneal opacities in a resource-limited setting: a community-based study.
LBP7P8GQ,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,8,8,1.0,True,True,9195,11,,UJJU383I,,Acceptability and feasibility of a behavioral and mobile health intervention (COMBIND) shown to increase uptake of prevention of mother to child transmission  (PMTCT) care in India.
XLZZWDJ6,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,5,5,1.0,True,False,6562,11,,NZJVJWCD,,"Unintentional falls among children in rural Ghana and associated factors: a cluster-randomized, population-based household survey."
GRFG8B67,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,9,9,1.0,True,True,9295,11,,E439K3X4,,Factors associated with diarrhea and acute respiratory infection in children under two years of age in rural Bangladesh.
5S443YA7,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,20,20,1.0,True,True,8947,5,,WJA4TPHN,,The Livestock for Health Study: A Field Trial on Livestock Interventions to Prevent Acute Malnutrition Among Women and Children in Pastoralist Communities in  Northern Kenya.
5SYFNTAR,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.012,True,False,True,18,18,1.0,True,True,9046,11,,74D8M2I9,,Network characteristics of a referral system for patients with hypertension in Western Kenya: results from the Strengthening Referral Networks for Management of  Hypertension Across the Health System (STRENGTHS) study.
G8FV3B49,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,11,11,1.0,True,True,8955,12,,VSBGNZCW,,Menstrual product choice and uptake among young women in Zimbabwe: a pilot study.
UQK87UZH,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,12,12,1.0,True,True,9066,9,10.1002/jia2.25555/full,VLUWWPCH,,A mobile health-facilitated behavioural intervention for community health workers improves exclusive breastfeeding and early infant HIV diagnosis in India: a  cluster randomized trial.
DWAYIJCK,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,22,22,1.0,True,False,12062,17,,TPER8T6G,,"Effects of lipid-based nutrient supplements and infant and young child feeding counseling with or without improved water, sanitation, and hygiene (WASH) on  anemia and micronutrient status: results from 2 cluster-randomized trials in  Kenya and Bangladesh."
G46396XM,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.011,True,False,True,5,5,1.0,True,True,9025,10,,AD98MP4B,,"Improved adherence to test, treat, and track (T3) malaria strategy among Over-the-Counter Medicine Sellers (OTCMS) through interventions implemented in  selected rural communities of Fanteakwa North district, Ghana."
5UCUYE7F,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,11,11,1.0,True,True,9137,13,,25IQAH7L,,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes in a low- and middle-income setting: Trial-based analysis of the Kerala  Diabetes Prevention Program.
6ZBKV6U3,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,4,4,1.0,True,True,7985,16,,LRZ3PUVW,,Protocol of a parallel group Randomized Control Trial (RCT) for Mobile-assisted Medication Adherence Support (Ma-MAS) intervention among Tuberculosis patients.
TKKUNEIW,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,6,7,0.857,True,True,7100,16,10.1371/journal,GVB8RT5B,,Components of clean delivery kits and newborn mortality in the Zambia Chlorhexidine Application Trial (ZamCAT): An observational study.
R45A8L28,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.135,True,False,True,11,11,1.0,True,True,9109,9,,62622HVR,,"Isoniazid preventive therapy completion in children under 5 years old who are contacts of tuberculosis cases in Lima, Peru: study protocol for an open-label,  cluster-randomized superiority trial."
3A9HMGYL,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,5,5,1.0,True,True,8326,15,,3DCFQA92,,"Body, Soul and Spirit, an adaptation of two evidence-based interventions to promote physical activity and healthy eating among adults in churches in Lagos  Nigeria: a three-arm cluster randomized controlled pilot trial."
J9F7U6CX,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,10,11,0.909,True,True,7176,13,10.1371/journal,YCV2K4CN,,Culturally adaptive storytelling intervention versus didactic intervention to improve hypertension control in Vietnam- 12 month follow up results: A cluster  randomized controlled feasibility trial.
A3H3NDHF,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.008,True,False,True,12,12,1.0,True,True,2693,2,10.1186/s40814-017-0136-9EJN,ABG2TR8J,,Erratum to: Culturally adaptive storytelling intervention versus didactic intervention to improve hypertension control in Vietnam: a cluster randomized  controlled feasibility trial.
YB76TMBC,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,10,10,1.0,True,True,7540,10,,L5W6JVFB,,"Asthma, Airflow Obstruction, and Eosinophilic Airway Inflammation Prevalence in Western Kenya: A Population-Based Cross-Sectional Study."
ZEP5L9DW,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,12,12,1.0,True,False,6070,16,,GPS7N8A6,,Effectiveness of intensive adherence counselling in achieving an undetectable viral load among people on antiretroviral therapy with low-level viraemia in  Uganda.
EKIGVQCE,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.248,True,False,True,4,4,1.0,True,True,12200,5,10.1177/1179173X19845337Tobacco,EYTDAHH5,,Predictors of High Program Exposure Among Adolescents Participating in a Smoking Prevention Intervention in Romania.
X8XMVS3Q,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,9,9,1.0,True,True,9703,11,,2QILMJQU,,The Effects of Workplace-Based HIV Self-testing on Uptake of Testing and Linkage to HIV Care or Prevention by Men in Uganda (WISe-Men): Protocol for a Cluster  Randomized Trial.
CNYF84EG,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,11,11,1.0,True,True,8916,8,,IZYAEFBN,,Prevalence and factors associated with neonatal hypoglycemia in Northern Uganda: a community-based cross-sectional study.
XJLRU2YH,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.141,True,False,True,4,4,1.0,True,True,4805,15,10.1177/17470161231191247Research,E9SEYQS4,,Stakeholders' experiences of ethical challenges in cluster randomized trials in a limited resource setting: a qualitative analysis.
73BXTUZD,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,4,4,1.0,True,True,9512,10,,MPQW7JQC,,Factors associated with loss-to-follow-up of HIV-positive mothers and their infants enrolled in HIV care clinic: A qualitative study.
N4NS7WMN,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,8,8,1.0,True,True,9407,8,,7TC5E4NT,,The impact of integrated nutrition-sensitive interventions on nutrition and health of children and women in rural Tanzania: study protocol for a  cluster-randomized controlled trial.
LJSQZ83J,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,9,9,1.0,True,True,8699,11,,LPZFRBT5,,Incidence and risk factors of neonatal infections in a rural Bangladeshi population: a community-based prospective study.
N7Y2WLZH,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,1,6,0.167,True,False,5781,16,,CM3MUJPA,,"Incidence of childhood burn injuries and modifiable household risk factors in rural Ghana: A cluster-randomized, population-based, household survey."
AB6XKNVY,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.017,True,False,True,11,11,1.0,True,True,11071,8,10.1002/jia2.25815/full,FGQEJ5H2,,"When healthcare providers are supportive, 'I'd rather not test alone': Exploring uptake and acceptability of HIV self-testing for youth in Zimbabwe - A mixed  method study."
HQUCZ7RF,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.017,True,False,True,10,10,1.0,True,True,6843,12,,6HG35BW9,,"'If I had not taken it [HIVST kit] home, my husband would not have come to the facility to test for HIV': HIV self-testing perceptions, delivery strategies, and  post-test experiences among pregnant women and their male partners in Central  Uganda."
APKZZNH8,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,4,4,1.0,True,True,8376,21,10.1371/journal; 10.7910/DVN/UZIEWG,WQ2PHHFF,,Nuestras Historias- Designing a novel digital story intervention through participatory methods to improve maternal and child health in the Peruvian  Amazon.
DBT2TU6U,testing,FIC,MISMATCH,NO_MATCH,"no DOI, title similarity 47.3, 1/15 authors present",47.3,-1.0,False,False,False,1,15,0.067,False,False,3180,66,10.2196/jmir.1923,YZ8JKE3M,,Effectiveness of Cash Transfer Delivered Along With Combination HIV Prevention Interventions in Reducing the Risky Sexual Behavior of Adolescent Girls and Young  Women in Tanzania: Cluster Randomized Controlled Trial.
FRIPQN6I,testing,FIC,VERIFIED,TITLE_AUTHOR_MATCH,title matches (100.0) and first author present; no DOI in text,100.0,0.945,False,False,True,1,3,0.333,False,False,3464,50,10.2196/jmir.1923,F5DMQB8N,,Tuberculosis Treatment Compliance Under Smartphone-Based Video-Observed Therapy Versus Community-Based Directly Observed Therapy: Protocol for a Cluster  Randomized Controlled Trial.
Y3HRMWYJ,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.01,True,False,True,7,7,1.0,True,True,9523,7,,73M4692A,,Repeat HIV testing of individuals with discrepant HIV self-test results in Central Uganda.
XNHTV6JK,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,13,13,1.0,True,True,9044,15,,22Q2IVJF,,Personalized Text Messages and Automated Calls for Improving Vaccine Coverage Among Children in Pakistan: Protocol for a Community-Based Cluster Randomized  Clinical Trial.
P9AJZFPI,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,4,4,1.0,True,True,9767,10,,6MFIAQY7,,"Effects of a Community Health Worker-Led Health Literacy Intervention on Lifestyle Modification Among Patients With Hypertension and Diabetes in the City  of Harare, Zimbabwe: Protocol for a Cluster Randomized Controlled Trial."
4M4YTVEM,testing,FIC,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,8,8,1.0,True,True,7479,7,,CAP5RCI4,,Effect of a Peer-led Lifestyle Intervention on Individuals With Normal Weight Obesity: Insights From the Kerala Diabetes Prevention Program.
