paper_id,title,first_author,year,journal,doi,task,round,promptbook_version,split,truth,decision,outcome,confidence,reasoning,promptbook_evidence,cited_rules,status,failure_kind,failure_case,detail,raw_path
9DKJKFAS,Effectiveness and implementation of mPATH™-CRC: a mobile health system for colorectal cancer screening,Snavely,2023,Trials,10.1186/s13063-023-07273-5,data_analysis,1,v1,build,yes,yes,true_positive,0.65,"Primary outcome uses mixed logistic model with site random effect (clustering) and adjusts for stratification factor clinic size (restriction), satisfying D5/D10.",D10,D10,ok,,,,results\04_classification\raw\data_analysis_r1\746a5cfa621271eb.attempt2.jsonl
BLWKH6C8,Rationale and protocol for a cluster randomized pragmatic clinical trial testing behavioral economic implementation strategies to improve tobacco treatment rates for cancer patients who smoke,Jenssen,2021,Implementation science: IS,10.1186/s13012-021-01139-7,data_analysis,1,v1,build,yes,yes,true_positive,0.62,"Planned GEE logistic model includes random effects for clinician cluster, the randomization unit; no stratified/matched restriction on cluster randomization is described.",D5,D5,ok,,,,results\04_classification\raw\data_analysis_r1\bf7bee3b070b5a78.attempt1.jsonl
BR4Y6FSS,"Utilization of Mobile Reminders in Improving the Completeness and Timeliness of Routine Childhood Immunization in Kano Metropolis, Nigeria: A Randomized Controlled Trial",Yunusa,2024,Journal of Pediatric Health Care: Official Publication of National Association of Pediatric Nurse Associates & Practitioners,10.1016/j.pedhc.2024.03.002,data_analysis,1,v1,build,no,no,true_negative,0.95,Cluster RCT with only 4 clusters analyzed via chi-square on individual data; clustering completely ignored (D6).,D6,D6,ok,,,,results\04_classification\raw\data_analysis_r1\e9933e791ab4fd95.attempt1.jsonl
72N55PAH,Diagnosing Cervical Neoplasia in Rural Brazil Using a Mobile Van Equipped with In Vivo Microscopy: A Cluster-Randomized Community Trial,Hunt,2018,"Cancer Prevention Research (Philadelphia, Pa.)",10.1158/1940-6207.capr-17-0265,data_analysis,1,v1,build,no,no,true_negative,0.9,"Primary outcome (diagnostic completion) analyzed via Fisher's exact test on individual patients; no random effect, clustered SE, or cluster-level summary despite cluster randomization by city.",D6,D6,ok,,,,results\04_classification\raw\data_analysis_r1\fe802c47a4b29a9a.attempt1.jsonl
WY9D5UIK,"Oral cancer screening using mobile phone-based(mHealth) approach versus conventional oral examination approach, protocol of a cluster randomized study with cost-effectiveness analysis",Thankappan,2020,International Journal of Surgery Protocols,10.1016/j.isjp.2020.07.001,data_analysis,1,v1,build,no,no,true_negative,0.85,This is a protocol paper with no data analysis plan described for accounting for clustering; only sample size design effect mentioned.,D4,D4,ok,,,,results\04_classification\raw\data_analysis_r1\0e4674b4982c6432.attempt1.jsonl
TGSIADX6,Design and rationale of a pragmatic trial integrating routine screening for atrial fibrillation at primary care visits: The VITAL-AF trial,Ashburner,2019,American Heart Journal,10.1016/j.ahj.2019.06.011,data_analysis,1,v1,build,no,no,true_negative,0.78,"GEE only accounts for clustering within providers, not at the practice (randomization) level; constrained randomization also not addressed in analysis.",D8,D8,ok,,,,results\04_classification\raw\data_analysis_r1\e77b8cb93e33e8f1.attempt1.jsonl
XFPCQLGP,Health insurance coverage with or without a nurse-led task shifting strategy for hypertension control: A pragmatic cluster randomized trial in Ghana,Ogedegbe,2018,PLoS medicine,10.1371/journal.pmed.1002561,data_analysis,1,v1,build,no,no,true_negative,0.78,"CHCs pair-matched on rural/urban location (restriction present), but primary mixed model only includes random intercept for CHC—no pair/stratum term, violating D11.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\3e395228ccfee314.attempt1.jsonl
2BDG7GVP,A Group Randomized Intervention Trial Increases Participation in the School Breakfast Program in 16 Rural High Schools in Minnesota,Nanney,2019,Journal of the Academy of Nutrition and Dietetics,10.1016/j.jand.2018.12.007,data_analysis,1,v1,build,no,no,true_negative,0.75,"Randomization stratified by wave (D9), but primary Wilcoxon test on school-level summaries ignores wave stratification entirely — clustering handled, restriction ignored (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\0d9cb23655c966b6.attempt1.jsonl
4GUDDLNQ,A cluster randomized factorial trial of school-lunch salad bars and marketing on elementary students' objectively measured fruit and vegetable consumption,Adams,2025,The International Journal of Behavioral Nutrition and Physical Activity,10.1186/s12966-025-01758-z,data_analysis,1,v1,build,no,no,true_negative,0.75,"Block-randomized (size=4) design per methods, but GLMM only includes school and school-wave random intercepts; no block/stratum term in the analysis at all.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\0d558e0506ae8f18.attempt1.jsonl
H7N83IW2,Evaluating a multicomponent program to improve hypertension control in Guatemala: study protocol for an effectiveness-implementation cluster randomized trial,Paniagua-Avila,2020,Trials,10.1186/s13063-020-04345-8,data_analysis,1,v1,build,no,no,true_negative,0.75,"Randomization stratified by department (restriction present), but analysis plan's mixed model only includes cluster/participant random effects, no department term.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\91db7b326588926a.attempt2.jsonl
JCPBMIPX,Cluster-randomized trial comparing organizationally tailored versus standard approach for integrating an evidence-based cancer control intervention into African American churches,Knott,2022,Translational Behavioral Medicine,10.1093/tbm/ibab088,data_analysis,1,v1,build,no,no,true_negative,0.75,"Churches matched in pairs by size (restricted randomization), but mixed models only include random effect for church/time; no pair/stratum term used.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\6eacef4cc142d0a5.attempt2.jsonl
KMRQTRP3,Clinician Prompts for Human Papillomavirus Vaccination: A Cluster Randomized Trial,Rand,2024,Academic Pediatrics,10.1016/j.acap.2023.10.011,data_analysis,1,v1,build,no,no,true_negative,0.75,"Constrained randomization on EHR vendor, baseline HPV rate, baseline visit volume (D9) but models only include arm, period, interaction—no adjustment for constraining covariates (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\a5689ca7b2d7c790.attempt1.jsonl
SH5J2R2J,Evaluation of a walking school bus program: a cluster randomized controlled trial,Johnson,2024,The International Journal of Behavioral Nutrition and Physical Activity,10.1186/s12966-024-01602-w,data_analysis,1,v1,build,no,no,true_negative,0.75,"Schools were pair-matched on SES/ethnicity/enrollment and stratified by site, but the mixed model only used student/school random effects—no pair or site term. Clustering handled, restriction ignored.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\e169ec9c6c213959.attempt1.jsonl
TBFRUAMD,Mailed fecal testing and patient navigation versus usual care to improve rates of colorectal cancer screening and follow-up colonoscopy in rural Medicaid enrollees: a cluster-randomized controlled trial,Coronado,2022,Implementation Science Communications,10.1186/s43058-022-00285-3,data_analysis,1,v1,build,no,no,true_negative,0.75,"Randomization stratified by health system (D9), but analysis plan (clinic random effect only) never adjusts for stratum—clustering handled, restriction ignored (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\04aaf068b2d288e8.attempt1.jsonl
U7PLGE75,Improving adherence to endocrine hormonal therapy among breast cancer patients: Study protocol for a randomized controlled trial,Chalela,2018,Contemporary Clinical Trials Communications,10.1016/j.conctc.2018.10.001,data_analysis,1,v1,build,no,no,true_negative,0.75,"Primary outcome (adherence) analyzed via t-test/Mann-Whitney U, an individual-level test with no clustering adjustment (random effect, clustered SEs, or aggregation) — matches D6.",D6,D6,ok,,,,results\04_classification\raw\data_analysis_r1\4af6f51db13d368a.attempt2.jsonl
WD74R75C,Performance Feedback for Human Papillomavirus Vaccination: A Randomized Trial From the American Academy of Pediatrics Pediatric Research in Office Settings Research Network,Fiks,2023,Academic Pediatrics,10.1016/j.acap.2022.07.006,data_analysis,1,v1,build,no,no,true_negative,0.75,"GEE at practice level handles clustering, but stratification factors (EHR vendor, baseline HPV rate, baseline visit volume) used for restricted randomization are never adjusted for in the analysis.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\301beac710746f5e.attempt1.jsonl
9LTSBSEE,Effect of Training Pediatric Clinicians in Human Papillomavirus Communication Strategies on Human Papillomavirus Vaccination Rates: A Cluster Randomized Clinical Trial,Szilagyi,2021,JAMA pediatrics,10.1001/jamapediatrics.2021.0766,data_analysis,1,v1,build,no,no,true_negative,0.72,"GEE clusters by practice, but constrained randomization balanced on 3 covariates (EHR source, baseline HPV rate, WCC visits) never entered the analysis model.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\8493ad6bac619aa7.attempt1.jsonl
C69UAKKB,Using increased trust in medical researchers to increase minority recruitment: The RECRUIT cluster randomized clinical trial,Tilley,2021,Contemporary Clinical Trials,10.1016/j.cct.2021.106519,data_analysis,1,v1,build,no,no,true_negative,0.72,"Sites pair-matched on covariates within parent trial (D9), but GEE model only adjusts for parent trial, not the matched pairs/strata—restriction ignored despite clustering handled (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\582bef741ddfb7f0.attempt1.jsonl
C9P63S2B,Team-focused implementation strategies to improve implementation of mental health screening and referral in rural Children's Advocacy Centers: study protocol for a pilot cluster randomized hybrid type 2 trial,McGuier,2023,Implementation Science Communications,10.1186/s43058-023-00437-z,data_analysis,1,v1,build,no,no,true_negative,0.72,"CACs pair-matched by team size before randomization, but analyses (mixed models, robust SEs) never adjust for pairing/matching factor.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\5d48f6e3c2caa90e.attempt1.jsonl
DFJE8ALD,Two-year outcomes of Faith in Action/Fe en Acción: a randomized controlled trial of physical activity promotion in Latinas,Arredondo,2022,The International Journal of Behavioral Nutrition and Physical Activity,10.1186/s12966-022-01329-6,data_analysis,1,v1,build,no,no,true_negative,0.72,"Churches were stratified by size before randomization (D9), but the mixed models only adjust for age/marital/employment/education, not stratum—restriction ignored despite clustering handled (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\54aa813a638e3b03.attempt1.jsonl
HPIL7WVW,Effect of an Oncology Nurse-Led Primary Palliative Care Intervention on Patients With Advanced Cancer: The CONNECT Cluster Randomized Clinical Trial,Schenker,2021,JAMA internal medicine,10.1001/jamainternmed.2021.5185,data_analysis,1,v1,build,no,no,true_negative,0.72,"Randomization stratified by practice size (D9), but mixed model only adjusts for clinic random effect, baseline, age, cancer type—no stratification factor adjustment (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\2ec0f10d7cf6513e.attempt1.jsonl
L8CPLJYW,A study protocol to engage religious leaders to reduce blood pressure in Tanzanian communities: A cluster randomized trial,Kavishe,2025,Contemporary Clinical Trials,10.1016/j.cct.2025.107884,data_analysis,1,v1,build,no,no,true_negative,0.72,"Communities stratified by population size (D9), but mixed model only includes community random effect + launch month; stratification variable not adjusted for (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\c2645f2e6c282537.attempt1.jsonl
NQ4Y7FIA,Caring for the elderly at work and home: Can a randomized organizational intervention improve psychological health?,Kossek,2019,Journal of Occupational Health Psychology,10.1037/ocp0000104,data_analysis,1,v1,build,no,no,true_negative,0.72,"Facility random effect handles clustering, but randomization used Frane's adaptive method balancing on retention, location, size (D9); analysis never adjusts for these strata (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\27f566bd445e038c.attempt1.jsonl
UHEKLJLC,A Cluster-Randomized Evaluation of the SuperShelf Intervention in Choice-Based Food Pantries,Caspi,2024,Annals of Behavioral Medicine: A Publication of the Society of Behavioral Medicine,10.1093/abm/kaad060,data_analysis,1,v1,build,no,no,true_negative,0.72,"Pantries were matched into sets by RUCA, catchment area, interventionist before randomization, but mixed models don't include pair/set as blocking factor or adjust for matching vars.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\14965f46c7d71011.attempt1.jsonl
VMHXT33Z,Randomized evaluation of decision support interventions for atrial fibrillation: Rationale and design of the RED-AF study,Jones,2022,American Heart Journal,10.1016/j.ahj.2022.02.010,data_analysis,1,v1,build,no,no,true_negative,0.72,"Analysis described as 'sequential unadjusted tests' for primary outcomes; no random effect for clinician cluster or adjustment for stratification (site, CHA2DS2-VASc, cohort) is mentioned.",D6,D6,ok,,,,results\04_classification\raw\data_analysis_r1\ac66e68eafdb45d3.attempt2.jsonl
7M6ST2JQ,Effect of the School-Based Asthma Care for Teens (SB-ACT) program on asthma morbidity: a 3-arm randomized controlled trial,Halterman,2022,The Journal of Asthma: Official Journal of the Association for the Care of Asthma,10.1080/02770903.2020.1856869,data_analysis,1,v1,build,no,no,true_negative,0.68,"Randomization was stratified by school and baseline medication use, but GEE model only adjusted for baseline SFD, poverty, and smoking—stratification variables never entered the analysis.",D10,D10,ok,,,,results\04_classification\raw\data_analysis_r1\3cc1671d0ae04b82.attempt1.jsonl
LGEECHQM,A mHealth intervention to preserve and promote ideal cardiovascular health in college students: Design and protocol of a cluster randomized controlled trial,Pfammatter,2020,Contemporary Clinical Trials,10.1016/j.cct.2020.106162,data_analysis,1,v1,build,no,no,true_negative,0.68,"Primary 3-level mixed model handles dorm-level clustering (subject, dorm) but pair-matching is only used in a separate secondary heterogeneity model, not the primary effect estimate.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\69f00d076e84fc56.attempt1.jsonl
6XFGQN39,Enhanced care planning and clinical-community linkages versus usual care to address basic needs of patients with multiple chronic conditions: a clinician-level randomized controlled trial,Krist,2020,Trials,10.1186/s13063-020-04463-3,data_analysis,1,v1,build,no,no,true_negative,0.65,"Clinicians stratified by age/sex for randomization (D9), but primary hierarchical GLMM only includes clinician/practice random effects, not the age/sex strata (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\306b64d923b75017.attempt1.jsonl
5VWZPNEQ,"Putting patients at the center of kidney care transitions: PREPARE NOW, a cluster randomized controlled trial",Green,2018,Contemporary Clinical Trials,10.1016/j.cct.2018.09.004,data_analysis,1,v1,build,no,no,true_negative,0.62,"Mixed model with clinic random effect handles clustering, but randomization was also constrained by region; only clinic size (not region) is proposed as a covariate.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\408799ec77e427ae.attempt1.jsonl
BW2B5H9P,Design of the Equity in Prevention and Progression of Hypertension by Addressing Barriers to Nutrition and Physical Activity Study: A Cluster Randomized Trial,Hardy,2023,American Journal of Hypertension,10.1093/ajh/hpad011,data_analysis,1,v1,build,no,no,true_negative,0.62,"Primary SBP/DBP analysis described only as 'longitudinal models' with time, arm, interaction; no random effect for church cluster or other clustering method specified.",D4,D4,ok,,,,results\04_classification\raw\data_analysis_r1\e04164d2f05a8a17.attempt1.jsonl
MTLFVN94,Managing high cardiovascular disease risk among adults in Argentina using a multicomponent strategy linking key aspects of care: A two-arm cluster-randomized clinical trial (PRIMECare) protocol,Abrahams-Gessel,2023,Contemporary Clinical Trials,10.1016/j.cct.2023.107357,data_analysis,1,v1,build,no,no,true_negative,0.62,"Randomization stratified by province (D9), but primary GEE analysis adjusts only for clustering, not stratification factor; subgroup-by-province is not adjustment. D11 applies.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\7fd0cd12ba343d5a.attempt1.jsonl
WCA66X4I,Design and rationale of an intervention to improve cancer prevention using clinical decision support and shared decision making: A clinic-randomized trial,Elliott,2021,Contemporary Clinical Trials,10.1016/j.cct.2021.106271,data_analysis,1,v1,build,no,no,true_negative,0.62,"Randomization stratified on rural/urban and Medicaid % (D9), but planned GLMM only includes clinic/provider random effects and sex; stratification variables not explicitly adjusted (D10/D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\13ea1876b5f79573.attempt1.jsonl
ZETJJPRR,Effectiveness of a Multicomponent Strategy for Implementing Guidelines for Treating Tobacco Use in Vietnam Commune Health Centers,Shelley,2022,Nicotine & Tobacco Research: Official Journal of the Society for Research on Nicotine and Tobacco,10.1093/ntr/ntab189,data_analysis,1,v1,build,no,no,true_negative,0.62,CHCs randomized in 3 waves (block randomization) but primary GLMM only includes commune random intercept + education covariate; wave/block not adjusted for.,D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\c87859a90e74184a.attempt1.jsonl
26LDPI8G,"Results of a cluster randomized trial testing the Systems Analysis and Improvement Approach to increase cervical cancer screening in family planning clinics in Mombasa County, Kenya",Eastment,2023,Implementation science: IS,10.1186/s13012-023-01322-y,data_analysis,1,v1,build,no,no,true_negative,0.6,"Poisson regression with 'robust standard errors' likely corrects for binary/Poisson mismatch, not clinic clustering; no mention of clustered/clinic-level SEs despite 20-clinic cluster RCT.",D6,D6,ok,,,,results\04_classification\raw\data_analysis_r1\1cba7016b783234c.attempt1.jsonl
BAABE7JM,"The comparative effectiveness of decision aids in diverse populations with early stage prostate cancer: a study protocol for a cluster-randomized controlled trial in the NCI Community Oncology Research Program (NCORP), Alliance A191402CD",Pacyna,2018,BMC cancer,10.1186/s12885-018-4672-3,data_analysis,1,v1,build,no,no,true_negative,0.6,"Site-level clustering handled via random intercept, but the block-randomized design (D9) is never accounted for in the mixed model—no block/stratum term mentioned (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\f1f425e327ed80a5.attempt1.jsonl
CKEF67C5,Personalized Multilevel Intervention for Improving Appropriate Use of Colorectal Cancer Screening in Older Adults: A Cluster Randomized Clinical Trial,Saini,2023,JAMA internal medicine,10.1001/jamainternmed.2023.5656,data_analysis,1,v1,build,no,no,true_negative,0.55,"Randomization stratified by both site and clinical FTE, but model only includes site as fixed effect; FTE stratification never adjusted for, so restriction only partially handled.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\2237126b7edaf702.attempt1.jsonl
UMV6NC2L,A cluster randomized controlled trial comparing Virtual Learning Collaborative and Technical Assistance strategies to implement an early palliative care program for patients with advanced cancer and their caregivers: a study protocol,Zubkoff,2021,Implementation science: IS,10.1186/s13012-021-01086-3,data_analysis,1,v1,build,no,no,true_negative,0.55,"GEE clusters correctly (D5) but primary aim1 model uses only group assignment; minimization factors (rural, size, minority) not built in, only conditionally adjusted if imbalanced.",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\ec534681bce15607.attempt1.jsonl
UPVYYFVQ,Effects of Different Allotments of Avocados on the Nutritional Status of Families: A Cluster Randomized Controlled Trial,Pacheco,2021,Nutrients,10.3390/nu13114021,data_analysis,1,v1,build,no,no,true_negative,0.55,"Family-level cluster-summary handles clustering, but block-randomized allocation (D9) is never accounted for in the t-test/ANCOVA analyses (D11).",D11,D11,ok,,,,results\04_classification\raw\data_analysis_r1\549341cf57cfb1f2.attempt1.jsonl
