paper_id,title,first_author,year,journal,doi,task,round,promptbook_version,split,truth,decision,outcome,confidence,reasoning,promptbook_evidence,cited_rules,status,failure_kind,failure_case,detail,raw_path
767M69JK,Challenges and adaptations for a cluster-randomized control trial targeting parents of pediatric cancer survivors with obesity during the COVID-19 pandemic,Buro,2023,Translational Behavioral Medicine,10.1093/tbm/ibac084,exclusion,1,v1,build,yes,yes,true_positive,0.85,"Journal labels it 'Commentary/Position Paper' discussing COVID-19 implementation challenges/adaptations, not reporting treatment-effect results.",E16,E16,ok,,,,results\04_classification\raw\exclusion_r1\f5d68fbe8a69229b.attempt1.jsonl
V4KK3YW4,"Using a social marketing approach to develop Healthy Me, Healthy We: a nutrition and physical activity intervention in early care and education",Vaughn,2019,Translational Behavioral Medicine,10.1093/tbm/iby082,exclusion,1,v1,build,yes,yes,true_positive,0.85,Describes campaign development process; outcomes/effectiveness relegated to a separate protocol/future paper; no treatment effect reported here.,E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\d765a6bd759d4f66.attempt1.jsonl
ZS5WVT7S,Prospective Assessment of the Feasibility of a Trial of Low-Tidal Volume Ventilation for Patients with Acute Respiratory Failure,Lanspa,2019,Annals of the American Thoracic Society,10.1513/annalsats.201807-459oc,exclusion,1,v1,build,yes,yes,true_positive,0.85,"Observational feasibility cohort study simulating a proposed stepped-wedge trial; no actual randomization occurred, and it's a feasibility/methods paper.",E9,E9,ok,,,,results\04_classification\raw\exclusion_r1\f9bf81633414b856.attempt1.jsonl
GK558E5R,Influence of hydrometeorological risk factors on child diarrhea and enteropathogens in rural Bangladesh,Grembi,2024,PLoS neglected tropical diseases,10.1371/journal.pntd.0012157,exclusion,1,v1,build,yes,yes,true_positive,0.75,"Observational analysis of weather/environmental exposures using trial data; not evaluating randomized intervention effect; primary trial results reported elsewhere (refs 31,51).",E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\77f3d48ce4b54b7e.attempt1.jsonl
CKEF67C5,Personalized Multilevel Intervention for Improving Appropriate Use of Colorectal Cancer Screening in Older Adults: A Cluster Randomized Clinical Trial,Saini,2023,JAMA internal medicine,10.1001/jamainternmed.2023.5656,exclusion,1,v1,build,no,no,true_negative,0.93,"Genuine cluster RCT (PCP-level randomization), reports primary outcome with treatment effect estimate; no exclusion criteria apply.",E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\9feb095e2b46b837.attempt1.jsonl
XFPCQLGP,Health insurance coverage with or without a nurse-led task shifting strategy for hypertension control: A pragmatic cluster randomized trial in Ghana,Ogedegbe,2018,PLoS medicine,10.1371/journal.pmed.1002561,exclusion,1,v1,build,no,no,true_negative,0.93,"This is a full pragmatic cluster RCT (32 CHCs) with primary outcome (SBP change), reported here in full, none of the exclusion criteria apply.",E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\b62902917efc9252.attempt1.jsonl
2BDG7GVP,A Group Randomized Intervention Trial Increases Participation in the School Breakfast Program in 16 Rural High Schools in Minnesota,Nanney,2019,Journal of the Academy of Nutrition and Dietetics,10.1016/j.jand.2018.12.007,exclusion,1,v1,build,no,no,true_negative,0.9,Group-randomized trial (16 schools) with primary outcome (SBP participation change) and quantitative treatment effect estimate; no exclusion criteria apply.,E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\e857b665f7b27470.attempt1.jsonl
2RDD8DGI,Efficacy of Mobile Phone-Delivered Smoking Cessation Interventions for Socioeconomically Disadvantaged Individuals: A Randomized Clinical Trial,Vidrine,2019,JAMA internal medicine,10.1001/jamainternmed.2018.5713,exclusion,1,v1,build,no,no,true_negative,0.9,"Group-randomized RCT (neighborhood site as cluster), reports primary outcome (6-month abstinence) with quantitative treatment effects. No exclusion criteria apply.",E10,E10,ok,,,,results\04_classification\raw\exclusion_r1\be4beae639bbb052.attempt1.jsonl
D24FD6G2,"Automated symptom and treatment side effect monitoring for improved quality of life among adults with diabetic peripheral neuropathy in primary care: a pragmatic, cluster, randomized, controlled trial",Adams,2019,Diabetic Medicine: A Journal of the British Diabetic Association,10.1111/dme.13840,exclusion,1,v1,build,no,no,true_negative,0.9,"Pragmatic cluster RCT (physicians randomized) with primary QoL/symptom outcomes reported, treatment effects estimated; no exclusion criteria met.",E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\245d2adbfb3a994a.attempt1.jsonl
HPIL7WVW,Effect of an Oncology Nurse-Led Primary Palliative Care Intervention on Patients With Advanced Cancer: The CONNECT Cluster Randomized Clinical Trial,Schenker,2021,JAMA internal medicine,10.1001/jamainternmed.2021.5185,exclusion,1,v1,build,no,no,true_negative,0.9,"Cluster RCT (clinic-randomized), primary quality-of-life outcome with treatment effect estimates, not stepped-wedge, not pilot/secondary/implementation.",E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\3dfad5b580e95b75.attempt1.jsonl
NQ4Y7FIA,Caring for the elderly at work and home: Can a randomized organizational intervention improve psychological health?,Kossek,2019,Journal of Occupational Health Psychology,10.1037/ocp0000104,exclusion,1,v1,build,no,no,true_negative,0.9,Group-randomized trial (30 facilities) with primary hypotheses and post-randomization treatment effects on stress/distress; no exclusion criteria met.,E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\5ca7808a60ca4bed.attempt1.jsonl
6XFGQN39,Enhanced care planning and clinical-community linkages versus usual care to address basic needs of patients with multiple chronic conditions: a clinician-level randomized controlled trial,Krist,2020,Trials,10.1186/s13063-020-04463-3,exclusion,1,v1,build,no,no,true_negative,0.85,"Protocol for clinician-level cluster RCT with defined primary effectiveness aim; not stepped-wedge, not secondary, not pilot. Protocol status alone is not exclusionary (E12).",E12,E12,ok,,,,results\04_classification\raw\exclusion_r1\bdf8ea817cbfeed4.attempt1.jsonl
BAABE7JM,"The comparative effectiveness of decision aids in diverse populations with early stage prostate cancer: a study protocol for a cluster-randomized controlled trial in the NCI Community Oncology Research Program (NCORP), Alliance A191402CD",Pacyna,2018,BMC cancer,10.1186/s12885-018-4672-3,exclusion,1,v1,build,no,no,true_negative,0.85,"Protocol for a genuine 4-arm cluster-randomized trial (site-level randomization), defines primary outcome (knowledge); protocol status alone is not exclusionary (E12).",E12,E12,ok,,,,results\04_classification\raw\exclusion_r1\189cdfa27edc19d0.attempt1.jsonl
KMRQTRP3,Clinician Prompts for Human Papillomavirus Vaccination: A Cluster Randomized Trial,Rand,2024,Academic Pediatrics,10.1016/j.acap.2023.10.011,exclusion,1,v1,build,no,no,true_negative,0.85,Cluster RCT of 48 practices with its own primary outcome (missed HPV vaccination opportunities) and quantitative treatment effect estimates; not stepped-wedge or self-declared secondary.,E5,E5,ok,,,,results\04_classification\raw\exclusion_r1\f07420b34b904d28.attempt1.jsonl
UPVYYFVQ,Effects of Different Allotments of Avocados on the Nutritional Status of Families: A Cluster Randomized Controlled Trial,Pacheco,2021,Nutrients,10.3390/nu13114021,exclusion,1,v1,build,no,no,true_negative,0.85,"Cluster RCT (family-randomized), primary outcomes (energy/nutrient intake) reported with treatment effects; no exclusion criteria met.",E10,E10,ok,,,,results\04_classification\raw\exclusion_r1\445a8b725acdbc10.attempt1.jsonl
LGEECHQM,A mHealth intervention to preserve and promote ideal cardiovascular health in college students: Design and protocol of a cluster randomized controlled trial,Pfammatter,2020,Contemporary Clinical Trials,10.1016/j.cct.2020.106162,exclusion,1,v1,build,no,no,true_negative,0.62,"Protocol for an actual paired cluster-randomized trial (dormitories), not a stepped-wedge, not self-declared secondary, not a generic methods paper. Protocol status alone isn't exclusionary (E12).",E12,E12,ok,,,,results\04_classification\raw\exclusion_r1\c0f645e0f525f874.attempt1.jsonl
